id,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng
1249,16,Fuzzy's Taco Shop  (3243 Talon Drive Suite 400),4.8,37,"Mexican, Tacos",$$,"3243 Talon Drive, Casper, WY, 82604",82604,42.81535,-106.36501
1250,15,Pho Saigon,,,"Vietnamese, Noodles, Healthy",$$,"2145 E 12th Street, Casper, WY, 82601",82601,42.83855,-106.29825
1251,12,Chopstix Asian Bistro,,,"Chinese, Asian, Asian Fusion",$$,"1937 E 2nd St, Casper, WY, 82601",82601,42.84842,-106.29844
1252,23,Qdoba Mexican Eats (5030 E 2nd St),,,"Burritos, Dinner, Mexican, Tacos",$,"5030 E 2nd St, Casper, WY, 82609",82609,42.8480404,-106.2573044
1253,11,House of Sushi,,,"Sushi, Asian, Japanese",$$,"260 S Center St, Casper, WY, 82601",82601,42.84743,-106.32555
1254,18,Subway (2711 Cy Ave),,,"Fast Food, Sandwich, American",$,"2711 Cy Ave, Casper, WY, 82604",82604,42.8280967,-106.3553622
1255,1,Himalayan Indian Cuisine,,,"Indian, Vegetarian, Asian",,"232 E 2nd St, Casper, WY, 82601",82601,42.84895,-106.32256
1256,4,Albertsons Express (2625 E 2nd St),,,"Grocery, Convenience, Everyday Essentials",$,"2625 E 2nd St, Casper, WY, 82609",82609,42.84824,-106.29233
1257,43,Twisted Tenders (3580 East 2nd Street),,,"American, Pizza, Comfort Food",$$,"3580 E 2Nd St, Casper, WY, 82609",82609,42.84956,-106.27885
1258,42,Taco Time (1215 S Beverly St),,,"Mexican, Latin American, New Mexican",$,"1215 S Beverly St, Casper, WY, 82609",82609,42.838406,-106.297554
1259,41,Southern Soul - Casper,,,"American, Chicken, Comfort Food",$,"123 West E Street, Casper, WY, 82601",82601,42.85589,-106.32751
1260,40,RBL Burgers - Casper,,,"Burgers, American, Sandwiches",$,"123 West E Street, Casper, WY, 82601",82601,42.85589,-106.32751
1261,39,Hayden's Place,,,"Burgers, American, Sandwiches",$$,"5038 W Lafayette St, Mills, WY, 82604",82604,42.85647,-106.39118
1262,38,Sherrie's Place,,,"Burgers, American, Sandwiches",$$,"310 W Yellowstone Hwy, Casper, WY, 82601",82601,42.84816,-106.3284
1263,37,Scarlows Art and Coffee,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"122 West 2nd Street, Casper, WY, 82601",82601,42.84895,-106.32582
1264,36,Galloway's Irish Pub and Eatery,,,"American, Burgers, Sandwiches",$$,"2800 Cy Ave, Casper, WY, 82604",82604,42.82884,-106.3562
1265,35,Remington's Restaurant,,,"Burgers, American, Sandwiches",$$,"800 North Poplar, Casper, WY, 82601",82601,42.85948,-106.33409
1266,34,El Burro Loco Casper wy,,,"Mexican, Latin American, New Mexican",$$,"2333 East Yellowstone Highway, Casper, WY, 82609",82609,42.85431,-106.29438
1267,33,The Wooden Derrick Cafe,,,"Burgers, American, Sandwiches",,"112 East 2nd Street, Casper, WY, 82601",82601,42.84895,-106.32478
1268,32,Village Inn (350 Se Wyoming Blvd),,,"American, Burgers, Sandwich",$$,"350 Se Wyoming Blvd, Casper, WY, 82609",82609,42.8476328,-106.271211
1269,31,Blue Ridge Coffee,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"4601 Wyoming Boulevard Southwest, Casper, WY, 82604",82604,42.80548,-106.34161
1270,29,City Brew Coffee,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"3200 Talon Drive, Casper, WY, 82604",82604,42.81572,-106.36522
1271,27,La Barista,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"2171 E 12th St, Casper, WY, 82601",82601,42.83873,-106.29831
1272,28,Col Sanders Ky Fried Chicken,,,"Comfort Food, American, Chicken",$$,"4100 East 2nd Street, Casper, WY, 82609",82609,42.8493,-106.27434
1273,26,HQ Southern BBQ,,,"Burgers, American, Sandwiches",$$,"70 S Curtis St, Evansville, WY, 82636",82636,42.85578,-106.27135
1274,25,Gaslight Social,,,"American, Burgers, Sandwiches",$$,"314 W Midwest Ave, Casper, WY, 82601",82601,42.84633,-106.32832
1275,24,J's Pub &amp; Grill,,,"Burgers, American, Sandwiches",$$,"3201 Wyoming Blvd SW, Casper, WY, 82604",82604,42.81783,-106.36725
1276,22,Bakery by Perkins (4710 East Second St.),,,"American, Bakery, Breakfast and Brunch, Dinner, Breakfast and Brunch, American",$$,"4710 East Second St., Casper, WY, 82609",82609,42.84888,-106.2641
1277,21,Sanford's Grub &amp; Pub,,,"American, Burgers, Soul Food",$$,"61 Wyoming Blvd SE, Casper, WY, 82609",82609,42.85143,-106.26898
1278,20,La Cocina,,,"Mexican, Latin American, New Mexican",$$,"321 E E St, Casper, WY, 82601",82601,42.85655,-106.32152
1279,19,Hideaway,,,"American, Burgers, Sandwiches",$$,"211 Riverview Ave, Mills, WY, 82604",82604,42.84229,-106.36612
1280,17,Hardees (1503902),,,"American, Breakfast and Brunch, Burgers, Chicken, Fast Food, Sandwich",$,"900 Pronghorn St, Casper, WY, 82601",82601,42.8492031,-106.3361093
1281,15,The Country's Best Chicken (5011 E 2Nd St),,,"American, Fried Chicken",$$,"5011 E 2Nd St, Casper, WY, 82609",82609,42.84707,-106.25811
1282,14,Outback Steakhouse (229 Miracle Rd),3.9,10,American,$$,"229 Miracle Rd, Evansville, WY, 82636",82636,42.8542144,-106.2661641
1283,13,Denny's (4220 Hospitality Lane),4.4,22,"American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Healthy, Family Meals",$$,"4220 Hospitality Lane, Casper, WY, 82609",82609,42.8530749,-106.2741925
1284,12,Johnny J's Diner,,,"Burgers, American, Sandwiches",$$,"1705 E 2nd St, Casper, WY, 82601",82601,42.84844,-106.30209
1285,11,KFC (4100 East Second Street),4.4,27,"American, Fast Food, wings, Family Meals",$,"4100 East Second Street, Casper, WY, 82609",82609,42.8491993,-106.2742486
1286,10,Jersey Mike's Subs (3095 Talon Drive),4.2,13,"Sandwich, American",$,"3095 Talon Drive, Casper, WY, 82604",82604,42.8148638,-106.3641982
1287,8,Perkins Restaurant &amp; Bakery (4710 East Second St.),4.5,23,"Breakfast and Brunch, American, Dinner, Bakery",$$,"4710 East Second St., Casper, WY, 82609",82609,42.8490296,-106.264261
1288,6,McDonald's® (4010 PLAZA DRIVE),4,17,"American, Burgers, Fast Food, Fast Food",$,"4010 PLAZA DRIVE, CASPER, WY, 82604",82604,42.8183878,-106.368701
1289,5,Burger King (4051 Cy Avenue),,,"American, burger, Fast Food, Family Meals",$,"4051 Cy Avenue, Casper, WY, 82604",82604,42.819939,-106.3708637
1290,4,Red Lobster (5010 East 2Nd Street),4.4,30,"Seafood, American, Family Meals",$$,"5010 East 2Nd Street, Casper, WY, 82609",82609,42.8481867,-106.2580387
1291,3,Buffalo Wild Wings (5071 E 2nd St),4.8,16,"wings, American, Chicken",$$,"5071 E 2nd St, Casper, WY, 82609",82609,42.8470264,-106.2548212
1292,2,Five Guys WY-1515,4.8,31,"American, Burgers",$,"5060 E 2nd Street, Casper, WY, 82609",82609,42.8479636,-106.2563601
1293,2,The Burger Den (4220 Hospitality Lane),4.2,10,"American, Burgers, Comfort Food, Vegetarian Friendly, Fast Food",$$,"4220 Hospitality Lane, Casper, WY, 82609",82609,42.8522,-106.2739
1294,1,Arby's (2607 Cy Ave),4.5,11,"American, Sandwich, Chicken, Fast Food, Kids Friendly",$,"2607 Cy Ave, Casper, WY, 82604",82604,42.828073,-106.3548188
1295,1,Starbucks (Cy Ave &amp; SW Wyoming Blvd - Cas),4.7,19,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",$,"4003 Cy Ave, Casper, WY, 82604",82604,42.8202504,-106.3697655
1296,8,ProFlowers (300 SE WYOMING BLVD),,,"Flowers, florist, Gift Store",$$,,,42.84795762,-106.272143
1297,7,Metro Coffee Company,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"241 South David Street, Casper, WY, 82601",82601,42.84785,-106.32617
1298,6,Bed Bath &amp; Beyond (601 SE Wyoming Boulevard Suite 1124),,,"Retail, Gift Store, Beauty Supply",$,"601 SE Wyoming Boulevard, Casper, WY, 82609",82609,42.84623,-106.26653
1299,5,Wyoming's Rib and Chop House,,,"Steak, American, Fast Food",$$,"256 South Center Street, Casper, WY, 82601",82601,42.84756,-106.32557
1300,4,Taco Bell (3340 C-Y Ave),4.4,13,"Burritos, Fast Food, Mexican",$,"3340 C-Y Ave, Casper, WY, 82604",82604,42.826786,-106.361479
1301,3,Craves,4.3,25,"American, Chicken, Burgers",,"4910 E 2nd St, Casper, WY, 82609",82609,42.84969,-106.25988
1302,2,Albertsons Express (1076 CY Ave),,,"Grocery, Everyday Essentials, Convenience",$,"1076 CY Ave, Casper, WY, 82604",82604,42.83492,-106.3386
1303,1,Walgreens (1071 Cy Ave),,,"Pharmacy, Convenience, Everyday Essentials, Baby",$,"1071 Cy Ave, Casper, WY, 82604",82604,42.83398,-106.33761
1304,13,Burger King (596 North Poplar),4.4,14,"American, burger, Fast Food, Family Meals",$,"596 North Poplar, Casper, WY, 82601",82601,42.8561989,-106.3351938
1305,7,Arby's (849),4.2,24,"American, Sandwich, Fast Food, Kids Friendly",$,"80 S.E. Wyoming Blvd., Casper, WY, 82609",82609,42.8511621,-106.2715091
1306,11,Starbucks (Eastridge Mall- Casper),4.8,94,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",$,"4585 East 2nd St., Casper, WY, 82609",82609,42.8485745,-106.2656438
1307,2,Silver Dollar Bar,,,"Burgers, American, Sandwiches",$$,"121 S Main St, Lusk, WY, 82225",82225,42.7647,-104.45206
1308,1,Pizza Place,,,"Pizza, American, Italian",$$,"218 S Main St, Lusk, WY, 82225",82225,42.76334,-104.45242
1309,1,Dickey's Barbecue Pit (WY-1335) 2410 Grand Ave,,,"BBQ, American, Chicken",$,"2410 Grand Ave, Laramie, WY, 82070",82070,41.30883,-105.56189
1310,20,Roxie's on Grand,,,"Burgers, American, Sandwiches",,"221 Grand Ave, Laramie, WY, 82070",82070,41.3108463,-105.5939934
1311,19,Coal Creek Coffee Co.,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"110 E Grand Ave, Laramie, WY, 82070",82070,41.31114,-105.59593
1312,2,Mariah Carey's Cookies - 2523 Grand Avenue,,,"Bakery, Desserts",$,"2523 Grand Avenue, Laramie, WY, 82070",82070,41.30944,-105.56017
1313,10,Palermo's Italian Restaurant,,,"Italian, Pasta, Comfort Food, Exclusive to Eats",$,"207 S 3rd St, Laramie, WY, 82070",82070,41.3115891,-105.5931569
1314,18,The Good Egg - Laramie,,,"Breakfast and Brunch, American, Sandwiches",$$,"301 Grand Ave, Laramie, WY, 82070",82070,41.3113,-105.59317
1315,17,Sushi Boat,,,"Japanese, Asian, Sushi",$$,"421 Boswell Dr, Laramie, WY, 82070",82070,41.29958,-105.59295
1316,16,O'Dwyer's Public House,,,"Burgers, American, Sandwiches",$$,"1622 Grand Avenue, Laramie, WY, 82070",82070,41.30971,-105.57547
1317,15,Perkins (204 30th Street),,,"Breakfast and Brunch, American, Dinner, Bakery",$$,"204 30th Street, Laramie, WY, 82070",82070,41.31029,-105.55844
1318,14,The Cavalryman Steakhouse,,,"Steak, American, Fast Food",$$,"4425 S 3rd St, Laramie, WY, 82070",82070,41.29864,-105.59473
1319,13,Grounds Internet &amp; Coffee Lounge,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"171 North 3rd Street, Laramie, WY, 82072",82072,41.31365,-105.59292
1320,7,The lodge nutrition and energy,,,"Healthy, Vegetarian, Salads",$$,"3236 Grand Avenue, Laramie, WY, 82070",82070,41.30788,-105.55457
1321,12,Lovejoy's Bar &amp; Grill,,,"American, Burgers, Sandwiches",$$,"101 Grand Avenue, Laramie, WY, 82070",82070,41.3114,-105.59589
1322,11,Library Sports Grille &amp; Brewery,,,"American, Burgers, Sandwiches",$$,"201 E Custer St, Laramie, WY, 82070",82070,41.30936,-105.59469
1323,10,Sugar Mouse Cupcake House,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"312 S 2nd S, Laramie, WY, 82072",82072,41.31056,-105.59536
1324,8,Maria's Mexican Grill and Cantina,,,"Mexican, Tacos, Burritos",,"223 N ADAMS ST, LARAMIE, WY, 82070",82070,41.3151,-105.6156
1325,9,Jeffrey's Bistro,,,"Sandwiches, American, Healthy",$$,"123 E Ivinson Ave, Laramie, WY, 82070",82070,41.31229,-105.59496
1326,8,Coal Creek Tap,,,"American, Burgers, Sandwiches",$$,"108 E Grand Ave, Laramie, WY, 82070",82070,41.31106,-105.59594
1327,7,Crowbar &amp; Grill,,,"Burgers, American, Sandwiches",$$,"202 S 2nd St, Laramie, WY, 82070",82070,41.31179,-105.59509
1328,6,3rd Street Bar &amp; Grill,,,"American, Burgers, Sandwiches",$$,"218 Grand Avenue, Laramie, WY, 82070",82070,41.31092,-105.59406
1329,5,Boba Café,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"204 S 3rd St suite a, Laramie, WY, 82070",82070,41.31168,-105.59391
1330,4,Accomplice Beer Company,,,"American, Burgers, Sandwiches",$$,"301 Grand Avenue, Laramie, WY, 82070",82070,41.3113,-105.59317
1331,3,Jersey Mike's Subs (3225 E Grand Ave. #2),,,"Sandwich, American, Burgers",$,"3225 Grand Avenue, Laramie, WY, 82070",82070,41.3092,-105.5538
1332,1,Tyga Bites (2523 Grand Avenue Unit A)v,,,"American, Chicken, Comfort Food",$,"2523 Grand Avenue, Laramie, WY, 82070",82070,41.30944,-105.56017
1333,1,ProFlowers (725 MAIN ST),,,"Flowers, Gifts, Plants, Gift Store",$$,"725 Main Street, Lander, WY, 82520",82520,42.83423,-108.7403
1334,4,Lander Bake Shop,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"259 Main Street, Lander, WY, 82520",82520,42.83262,-108.73045
1335,2,Zanmai | Sushi &amp; Korean BBQ,,,"Sushi, Asian, Japanese",$$,"140 N 7th St, Lander, WY, 82520",82520,42.83521,-108.7389
1336,3,Mulino Italian Bistro,,,"Italian, Pasta, Comfort Food",$$,"129 Main St, Lander, WY, 82520",82520,42.83208,-108.72789
1337,1,Thai Chef,,,"Thai, Asian, Noodles",$$,"975 Lincoln Street, Lander, WY, 82520",82520,42.83683,-108.74445
1338,3,Flat Stick Bar &amp; Grill,,,"Comfort Food, American, Burgers",$$,"1 Golf Course Drive, Lander, WY, 82520",82520,42.82279,-108.7194
1339,2,El Sol De Mexico,,,"Mexican, Latin American, New Mexican",$$,"453 Main Street, Lander, WY, 82520",82520,42.83344,-108.73433
1340,1,End Zone Bar and Grill,,,"Comfort Food, American, Burgers",$$,"692 Main Street, Lander, WY, 82520",82520,42.83512,-108.73901
1341,2,The Whistling Grizzly Restaurant,,,"Burgers, American, Sandwiches, Allergy Friendly",$,"930 W Broadway, Jackson, WY, 83001",83001,43.4737354,-110.7835462
1342,4,Noodle Kitchen,,,"Asian, Asian Fusion, Korean",$,"945 W Broadway, Jackson, WY, 83001",83001,43.4742388,-110.7835429
1343,20,E Leaven Food Co,,,"Sandwiches, American, Healthy",$,"175 Center St, Jackson, WY, 83001",83001,43.4814071,-110.7614825
1344,19,Big Hole BBQ Jackson,,,"BBQ, American, Burgers",$,"325 W Pearl Ave, Jackson, WY, 83001",83001,43.478834,-110.767009
1345,17,Gather,,,"Burgers, American, Sandwiches",$,"72 S Glenwood St, Jackson, WY, 83001",83001,43.4788233,-110.7635356
1346,23,Miazga's,,,"Vegetarian, Healthy, Burgers, Pasta, Salads, Sandwich",$,"399 W Broadway #4278, Jackson, WY, 83001",83001,43.479848,-110.769248
1347,16,Pinky G's Pizzeria,,,"Pizza, American, Wings",,"50 W Broadway, Jackson, WY, 83001",83001,43.4792107,-110.7631032
1348,15,The Kitchen,,,"Burgers, American, Sandwiches",$,"155 N Glenwood St, Jackson, WY, 83001",83001,43.4808688,-110.7639944
1349,14,Bubba's Bar-B-Que Restaurant,4.8,11,"BBQ, American, Burgers",$,"100 Flat Creek Dr, Jackson, WY, 83001",83001,43.4783684,-110.7696102
1350,7,Bin22,,,"Vegetarian, Vegan, Healthy, Pasta",$,"200 W Broadway, Jackson, WY, 83001",83001,43.4792836,-110.7654398
1351,13,Rendezvous Bistro,,,"Burgers, American, Sandwiches",$,"380 South US-89, Jackson, WY, 83001",83001,43.471219,-110.7905938
1352,11,Liberty Burger,4.8,12,"Burgers, American, Sandwiches",$,"160 N Cache St, Jackson, WY, 83001",83001,43.4813133,-110.7620673
1353,10,The Merry Piglets Mexican Grill,,,"Mexican, Latin American, Desserts, Rice-bowls",$,"160 N Cache St, Jackson, WY, 83001",83001,43.4814361,-110.7619635
1354,1,Town Bar &amp; Grill,,,"American, Burgers, Sandwiches",$$,"95 E Railroad St, Green River, WY, 82935",82935,41.52808,-109.46722
1355,1,Penny's Diner,,,"Comfort Food, American, Burgers",$$,"1170 W Flaming Gorge Way, Green River, WY, 82935",82935,41.53835,-109.47909
1356,1,Taco Bell (82 Uinta Drive),,,"Burritos, Fast Food, Mexican",$,"82 Uinta Drive, Green River, WY, 82935",82935,41.52047,-109.46485
1357,2,Gudino's Cafe,,,"Burgers, American, Sandwiches",$$,"211 E Flaming Gorge Way, Green River, WY, 82935",82935,41.528,-109.46478
1358,4,Dickey's Barbecue Pit (804 E 2nd St),4.4,28,"American, BBQ, Chicken",$$,"804 E 2Nd St, GILLETTE, WY, 82716",82716,44.29262,-105.49297
1359,3,Subway (1107 E Boxelder Rd),,,"Fast Food, Sandwich, American",$,"1107 E Boxelder Rd, Gillette, WY, 82718",82718,44.27702,-105.48568
1360,3,Taco Bell (701 E Boxelder Rd),4.2,17,"Burritos, Fast Food, Mexican",$,"701 E Boxelder Rd, Gillette, WY, 82718",82718,44.27679,-105.4946
1361,14,Bakery by Perkins (2510 South Douglas),,,"Bakery, Dinner, Breakfast and Brunch, American",$$,"2510 South Douglas, Gillette, WY, 82718",82718,44.27157,-105.49498
1362,13,Lariat Cafe,,,"Burgers, American, Sandwiches",$$,"1020 East Highway 14-16, Gillette, WY, 82716",82716,44.29173,-105.48665
1363,13,Wild Burger (2550 S Douglas Hwy.),,,Burgers,$$,"2550 S Douglas Hwy, Gillette, WY, 82718",82718,44.27156,-105.4959
1364,12,The Coop,,,"Latin American, Mexican, Vegetarian",$$,"208 West 2nd Street, Gillette, WY, 82716",82716,44.29344,-105.50652
1365,11,Smiling Moose Rocky Mountain Deli (Gillette),,,"Sandwiches, American, Healthy",$,"2711 S Douglas Hwy, Gillette, WY, 82718",82718,44.270315,-105.4931435
1366,10,Hardee's (1503214),,,"American, Breakfast and Brunch, Burgers, Chicken, Fast Food, Sandwich",$,"207 S Miller, Gillette, WY, 82716",82716,44.29269,-105.49472
1367,9,McDonald's (2112 WESTOVER RD),,,"American, burger, Fast Food",$,"2112 WESTOVER RD, GILLETTE, WY, 82718",82718,44.29146,-105.53079
1368,7,KFC (2250 South Douglas Highway),4.1,10,"American, Fast Food, wings",$,"2250 S Douglas Hwy, GILLETTE, WY, 82718",82718,44.27386,-105.49491
1369,6,BurgerSear (Gillette),,,"Burgers, American, Sandwiches",$,"2711 S Douglas Hwy, Gillette, WY, 82718",82718,44.27036,-105.49311
1370,5,Buffalo Wild Wings (2550 S Douglas Hwy),4.4,12,"wings, American",$$,"2550 S Douglas Hwy, Gillette, WY, 82718",82718,44.2715682,-105.4966477
1371,3,Legends,,,"American, Burgers, Sandwiches",,"10800 WY-59, Gillette, WY, 82718-7264",82718-7264,44.22602,-105.4566
1372,2,Dairy Queen Grill &amp; Chill (2003 S Douglas Hwy),4.7,17,"American, Fast Food, Ice Cream &amp; Frozen Yogurt",$,"2003 S Douglas Hwy, Gillette, WY, 82718",82718,44.27609,-105.4935
1373,1,Perkins (2510 South Douglas),4.3,22,"Breakfast and Brunch, American, Dinner, Bakery",$$,"2510 South Douglas, Gillette, WY, 82718",82718,44.27163,-105.49506
1374,2,Walgreens (2000 S DOUGLAS HWY),,,"Everyday Essentials, Convenience, Home &amp; Personal Care, Pharmacy, Baby",$,"2000 S DOUGLAS HWY, GILLETTE, WY, 82718",82718,44.27612,-105.49479
1375,1,Albertsons Express (2610 S Douglas Hwy),,,"Grocery, Convenience, Everyday Essentials",$,"2610 S Douglas Hwy, Gillette, WY, 82718",82718,44.27066,-105.4948
1376,9,Pizza Ranch (1000 W. 2nd St.),,,"Fried Chicken, pizza",$$,"1000 WEST 2ND STREET, Gillette, WY, 82716",82716,44.29409,-105.51644
1377,7,Qdoba Mexican Eats (2711 S Douglas Hwy),4.7,12,"Mexican, Bowls, Salads",$,"2711 S Douglas Hwy, Gillette, WY, 82718",82718,44.27052,-105.48965
1378,4,Taco Bell (86 SE Wyoming Blvd),4.7,21,"Burritos, Fast Food, Mexican",$,"86 SE Wyoming Blvd, Casper, WY, 82609",82609,42.8510742,-106.2716041
1379,4,Subway (395 Newport Unit 305A),,,"Fast Food, Sandwich, American",$,"395 Newport Unit 305A, Casper, WY, 82609",82609,42.84603,-106.25217
1380,2,Walgreens (190 SE WYOMING BLVD),,,"Pharmacy, Convenience, Everyday Essentials, Baby",$,"190 Se Wyoming Blvd, Casper, WY, 82609",82609,42.84933,-106.27158
1381,34,City Brew Coffee,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"4861 East 2nd Street, Casper, WY, 82609",82609,42.84736,-106.26109
1382,27,Cole Creek Bar and Grill,,,"Burgers, American, Sandwiches",$$,"721 Granite Peak Dr, Casper, WY, 82609",82609,42.84089,-106.22255
1383,25,Hooch's,,,"American, Burgers, Sandwiches",$$,"6985 Nugget, Evansville, WY, 82636",82636,42.84739,-106.21564
1384,19,Wyoming Ale Works,,,"Burgers, American, Sandwiches",$$,"5900 E 2nd St, Casper, WY, 82609",82609,42.84357,-106.2367
1385,12,Hardees (1503869),,,"American, Breakfast and Brunch, Burgers, Chicken, Fast Food, Sandwich",$,"150 SE Wyoming Blvd, Casper, WY, 82609",82609,42.8498787,-106.2716158
1386,11,Burger King (81 SE Wyoming Boulevard),4.5,17,"American, burger, Fast Food, Family Meals",$,"81 SE Wyoming Boulevard, Casper, WY, 82609",82609,42.8508101,-106.2700104
1387,9,McDonald's® (40 SE WYOMING BLVD),4.5,33,"American, Burgers, Fast Food",$,"40 SE WYOMING BLVD, CASPER, WY, 82609",82609,42.8522855,-106.2717718
1388,10,Paff's,,,"American, Breakfast and Brunch",,"164 Front Street, Evanston, WY, 82930",82930,41.26251,-110.95652
1389,4,Dragon Wall Restaurant,,,"Chinese, Asian, Asian Fusion",$$,"140 Front St, Evanston, WY, 82930",82930,41.26238,-110.95614
1390,3,Wonderful Inn,,,"Chinese, Asian, Asian Fusion",$$,"933 Front Street, Evanston, WY, 82930",82930,41.26789,-110.96508
1391,2,Hunan Garden Restaurant,,,"Chinese, Asian, Asian Fusion",$$,"933 Front Street, Evanston, WY, 82930",82930,41.26789,-110.96508
1392,9,for Pete's Sake,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"900 Main Street, Evanston, WY, 82930",82930,41.26732,-110.96491
1393,8,Bon Rico﻿,,,"Steak, American, Fast Food",$$,"925 Front Street, Evanston, WY, 82930",82930,41.26782,-110.96498
1394,7,Main Street Deli,,,"Comfort Food, American, Burgers",$$,"1025 Main Street, Evanston, WY, 82930",82930,41.26794,-110.96677
1395,6,Cattle Company Steakhouse and Family Restaurant,,,"Steak, American, Fast Food",$$,"339 Wasatch Road, Evanston, WY, 82930",82930,41.2634,-110.99024
1396,5,Don Pedro's Family Mexican,,,"Mexican, Latin American, New Mexican",$$,"205 Bear River Drive, Evanston, WY, 82930",82930,41.27096,-110.94985
1397,3,Jalisco Mexican Grill,,,"Mexican, Latin American, New Mexican",$$,"197 Bear River Dr, Evanston, WY, 82930",82930,41.27056,-110.95095
1398,2,KFC (737 Overthrust),,,"American, Fast Food, wings",$,"737 Overthrust, Evanston, WY, 82930",82930,41.2578,-110.98578
1399,4,Don Pedro Family Mexican,,,"Mexican, Latin American, New Mexican",$$,"203 Bear River Drive, Evanston, WY, 82930",82930,41.27049,-110.94975
1400,1,Subway (1900 Ne 162Nd Ave Ste B105),,,"Fast Food, Sandwich, American",$,"168 Front Street, Evanston, WY, 82930",82930,41.26255,-110.95685
1401,18,Beta Coffeehouse,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"1450 Sheridan Ave, Cody, WY, 82414",82414,44.52571,-109.05902
1402,2,Shiki Japanese Cuisine﻿,,,"Japanese, Asian, Sushi",$$,"1420 Sheridan Avenue, Cody, WY, 82414",82414,44.52572,-109.05961
1403,10,Il Padrino Italian Steakhouse,,,"Italian, Pasta, Comfort Food",$$,"1244 Sheridan Ave, Cody, WY, 82414",82414,44.52573,-109.06305
1404,1,Cody Hong Kong Restaurant,,,"Chinese, Asian, Asian Fusion",$$,"1201 17th Street, Cody, WY, 82414",82414,44.52461,-109.05477
1405,1,Gasthaus Cardi,,,"European, Modern European, German",$$,"1385 Sheridan Ave, Cody, WY, 82414",82414,44.52639,-109.06043
1406,17,Cody Coffee Roaster,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"3001 Duggleby Dr # C, Cody, WY, 82414",82414,44.51338,-109.03065
1407,16,Breadboard,,,"Comfort Food, American, Burgers",$$,"1725 17th St, Cody, WY, 82414",82414,44.51944,-109.05467
1408,15,Heritage Bakery,,,"American, Breakfast and Brunch, Desserts",$$,"1532 Wyoming Avenue, Cody, WY, 82414",82414,44.53011,-109.05699
1409,14,El Vaquero Mexican Restaurant,,,"Mexican, Latin American, New Mexican",$$,"2425 Big Horn Ave, Cody, WY, 82414",82414,44.53369,-109.04267
1410,13,Noon Break 2 Go,,,"Breakfast and Brunch, American, Sandwiches",$$,"2619 Sheridan Avenue, Cody, WY, 82414",82414,44.52629,-109.03956
1411,12,The Station,,,"Comfort Food, American, Burgers",$$,"919 16th Street, Cody, WY, 82414",82414,44.52748,-109.05671
1412,11,Peter's Cafe &amp; Bakery,,,"Breakfast and Brunch, American, Sandwiches",$$,"1219 Sheridan Ave, Cody, WY, 82414",82414,44.52637,-109.06337
1413,10,Bubba's Bar-B-Que,,,"American, Burgers, Sandwiches",$$,"512 Yellowstone Ave, Cody, WY, 82414",82414,44.51656,-109.0839
1414,9,Hungry Bear Restaurant,,,"Pizza, American, Italian",$$,"2706 Big Horn Ave # A, Cody, WY, 82414",82414,44.53271,-109.03809
1415,8,The Meatery,,,"Sandwiches, American, Healthy",$$,"1001 Sheridan Avenue, Cody, WY, 82414",82414,44.52638,-109.06747
1416,7,Rawhide Coffee,,,"Coffee and Tea, American, Breakfast and Brunch",$$,"1155 Sheridan Ave, Cody, WY, 82414",82414,44.52636,-109.06478
1417,6,More Burger and Shakes,,,"Comfort Food, American, Burgers",$$,"1803 17th Street, Cody, WY, 82414",82414,44.51855,-109.05448
1418,5,Proud Cut Saloon,,,"Steak, American, Fast Food",$$,"1227 Sheridan Avenue, Cody, WY, 82414",82414,44.52635,-109.06323
1419,4,Pizza On the Run,,,"Pizza, American, Italian",$$,"1302 Sheridan Ave, Cody, WY, 82414",82414,44.52571,-109.06166
1420,3,Trailhead Bar Grill Wood Fired Pizza,,,"American, Burgers, Sandwiches",$$,"1326 Beck Avenue, Cody, WY, 82414",82414,44.52462,-109.06112
1421,2,Zapata's,,,"Mexican, Latin American, New Mexican",$$,"1362 Sheridan Avenue, Cody, WY, 82414",82414,44.52571,-109.06079
1422,1,Pat O'Hara Brewing Co,,,"Burgers, American, Sandwiches",$$,"1019 15th St, Cody, WY, 82414",82414,44.52651,-109.0585
1423,8,Pizza Hut (3901 E Pershing Blvd Unit A),,,"Fast Food, Italian, pizza, wings",$,"3901 E Pershing Blvd, Cheyenne, WY, 82001",82001,41.14514,-104.76171
